Name,App.,Minutes,Shots,Shots on Target,Shots in Box,Shots Outside Box,Headed Attempts,Big Chance,Big Chance Created,Goals,Goals inside Box,Goals outside Box,Headed Goal,Goal Involvement,Key Pass,Big Chance Created.1,Assists,Crosses (Tot.),Crosses (Succ.),Crosses Succ. %,Exp. Goals (xG),Non Penalty xG (NPxG),Exp. Assists (xA),Exp. Att. Points (xATT),Exp. Points (xPts),Exp. Involvement (xGI),Cost (£M),Points,Bonus Points,Baseline BPS,BPS,Threat,Creativity,Influence,Total Passes,Accurate Passes,Pass Completion (%),Opp. Half Passes,Opp. Half Accurate,Opp. Half Pass %,Final 3rd Passes,Final 3rd Accurate,Final 3rd Pass %,Throughballs (Tot.),Throughballs (Succ.),Touches (All),Touches (Box),Entries (Box),Fouls Won (Final 3rd),Penalty Box Entries,Fouls Won (Box),Fouls Made,Corners Taken,Set Piece Into Box,Freekicks (Indirect),Freekicks Taken,Freekicks (Accurate),Freekicks (Direct),Freekick Scored,Penalties Taken,Penalties Scored,Penalties Missed,Clean Sheets,Goals Conceded,Exp. Clean Sheets,Expected Goals Conceded,Shots Conceded,Shots In Box Conceded,Shots on Target Conceded,Headed Shots Conceded,Shots Conc. Set Pieces,Big Chances Conceded,Tackles (Tot.),Tackles (Won),Tackles Won (%),Recoveries,Clearances,Blocks,Interceptions,CBI,Shots Conc. Set Pieces.1,Wins,Saves,Yellow Cards,Second Yellows,Red Cards,Offsides,Errors (lead to Goal),Errors (lead to Shot),Own Goals,Names,Position,Team
Adama (M)WOL,4 (1),71,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,0.0,0.0,3.25,0.75,23,0.05,0.05,0.07,0.45,2.78,10,5.5,1.75,0.0,4.25,4.25,8.5,19.85,8.2,18.75,13.25,71,17.5,10.75,61,8.75,5.5,63,0.0,0.0,35.5,2.25,1.75,0.75,2.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.51,12.5,8.75,4.75,3.25,1.25,2.0,0.75,0.0,0,2.75,0.25,0.25,0.0,0.5,1.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,Adama ,M,WOL
Dendoncker (M)AVL,4 (1),57,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.25,0.0,0,0.0,0.0,0.11,0.36,2.78,7,4.7,2.0,0.0,8.75,8.75,3.0,3.6,10.95,18.5,16.5,89,7.0,5.5,79,1.75,1.25,71,0.0,0.0,28.25,0.5,1.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,,1.66,11.75,8.0,3.75,2.75,0.25,2.75,2.5,0.75,30,4.0,1.25,0.5,1.25,3.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dendoncker ,M,AVL
Elliott (M)LIV,4,73,1.0,0.5,0.25,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17,1.0,0.0,0.25,1.0,0.0,0,0.08,0.08,0.24,1.16,3.86,13,5,2.5,0.0,11.5,13.75,11.25,16.88,12.1,49.0,39.0,80,32.0,23.75,74,17.0,11.0,65,0.75,0.5,62.5,1.75,4.5,0.25,4.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.04,11.75,8.5,5.75,2.75,1.5,3.5,0.75,0.5,67,6.0,0.5,0.25,0.25,1.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elliott ,M,LIV
McGinn (M)AVL,4 (3),39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.25,0.25,0.0,0,0.0,0.0,0.0,0.02,1.6,0,5.1,1.75,0.0,2.5,4.75,1.0,0.48,4.35,12.5,9.0,72,6.25,4.0,64,2.5,1.5,60,0.0,0.0,23.0,0.25,1.75,0.5,0.25,0.25,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,,1.66,11.75,8.0,3.75,2.75,0.25,2.75,1.5,1.0,67,2.75,0.5,0.0,0.25,0.75,0.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,McGinn ,M,AVL
Buendía (M)AVL,4,71,2.25,0.0,1.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,0.0,0.0,0.5,0.0,0,0.05,0.05,0.08,0.5,3.17,9,5.7,2.25,0.0,6.5,6.5,25.25,10.95,5.65,28.0,21.0,75,18.25,12.75,70,11.25,8.5,76,0.25,0.25,44.25,2.75,4.25,0.5,1.75,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,,1.66,11.75,8.0,3.75,2.75,0.25,2.75,2.25,1.25,56,5.0,0.75,0.0,1.0,1.75,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buendía ,M,AVL
Fornals (M)WHU,4 (4),7,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.75,0.0,0.0,1.25,0.0,0,0.0,0.0,0.12,0.36,1.92,11,5,1.0,0.0,4.0,4.0,0.5,7.85,1.8,7.25,5.0,69,5.5,2.5,45,3.0,1.5,50,0.0,0.0,9.25,0.25,1.5,0.0,1.75,0.0,0.25,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.43,11.25,6.75,4.5,1.5,0.5,1.75,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fornals ,M,WHU
Trossard (M)BHA,4,87,2.75,1.75,2.5,0.25,0.0,0.75,0.25,0.5,0.5,0.0,0.0,33,1.0,0.75,0.25,2.0,0.25,13,0.54,0.54,0.24,3.44,6.2,50,7.1,5.25,0.0,5.25,16.5,53.0,14.62,27.55,32.25,23.75,74,25.0,16.0,64,16.5,10.5,64,0.0,0.0,50.25,7.75,5.75,0.5,4.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.58,10.25,7.25,4.5,1.75,0.5,1.75,0.75,0.25,33,5.0,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,Trossard ,M,BHA
Pulisic (M)CHE,4 (3),38,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.75,0.0,0,0.01,0.01,0.03,0.15,1.94,5,5.7,1.25,0.0,3.5,3.5,6.0,6.1,3.1,9.75,8.0,82,7.25,5.5,76,3.75,3.0,80,0.0,0.0,19.0,1.75,0.25,0.25,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,,1.62,14.0,9.75,5.0,2.5,0.5,2.25,0.75,0.5,67,0.75,0.5,0.0,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pulisic ,M,CHE
Rodri (M)MCI,4,90,2.0,0.5,1.25,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,0.0,0.0,0.5,0.25,50,0.1,0.1,0.06,0.67,3.53,9,5.6,2.25,0.0,15.75,15.75,16.75,15.12,18.8,90.0,80.0,89,53.0,47.25,89,27.25,23.75,87,0.0,0.0,102.5,1.75,11.25,0.25,2.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,,1.5,8.0,6.0,4.25,1.25,0.75,2.25,2.5,1.75,70,10.25,1.0,0.5,1.25,2.75,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,Rodri ,M,MCI
Douglas Luiz (M)AVL,4,88,0.75,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1.25,0.0,0.5,2.5,0.0,0,0.04,0.04,0.05,0.35,3.11,6,4.8,4.0,0.25,12.25,16.75,4.0,14.88,18.05,38.0,33.25,88,20.5,14.5,71,7.75,6.0,77,0.0,0.0,54.75,0.0,3.75,0.0,3.0,0.0,1.25,2.5,2.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.5,,1.66,11.75,8.0,3.75,2.75,0.25,2.75,3.25,2.0,62,5.75,0.0,0.0,1.75,1.75,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,Douglas Luiz ,M,AVL
Mount (M)CHE,4,82,1.0,0.5,0.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.75,0.0,0.0,4.0,1.0,25,0.09,0.09,0.14,0.88,3.5,26,7.5,2.0,0.0,7.0,7.0,12.75,13.75,6.15,29.75,23.25,78,23.5,15.75,67,13.5,9.5,70,0.0,0.0,46.75,2.5,6.0,0.5,4.75,0.0,2.5,2.25,2.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,,1.62,14.0,9.75,5.0,2.5,0.5,2.25,1.25,0.75,60,4.0,0.5,0.0,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount ,M,CHE
Martinelli (M)ARS,4,78,1.5,0.75,1.0,0.5,0.25,0.0,0.25,0.25,0.25,0.0,0.25,22,0.5,0.0,0.25,3.25,0.25,8,0.14,0.14,0.16,1.18,4.03,15,6.8,4.75,0.0,7.25,14.0,22.25,9.1,15.6,21.25,18.0,85,18.25,12.75,70,10.5,8.5,81,0.25,0.0,40.75,4.0,1.0,0.0,3.5,0.0,0.75,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,,0.52,7.75,4.25,2.0,0.75,0.0,0.25,0.75,0.75,100,2.75,0.75,0.25,0.75,1.75,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,Martinelli ,M,ARS
Wilson (M)FUL,4 (1),55,1.25,0.25,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,20,0.25,0.0,0.25,1.5,0.0,0,0.06,0.06,0.04,0.39,2.48,5,5.7,2.25,0.0,3.75,6.0,12.25,4.4,1.5,16.5,12.5,76,11.5,8.25,72,6.5,5.5,85,0.0,0.0,25.25,1.75,1.25,0.25,2.25,0.25,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,,2.41,13.25,10.0,5.75,2.25,1.0,4.25,0.5,0.25,50,2.5,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,Wilson ,M,FUL
Gordon (M)EVE,4 (2),51,1.25,0.5,1.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,33,0.5,0.25,0.0,2.0,0.5,25,0.18,0.18,0.06,1.08,3.3,18,5.3,3.25,0.0,7.0,11.5,21.5,8.52,14.25,13.75,10.25,75,10.75,6.5,60,5.0,3.25,65,0.0,0.0,24.75,1.75,1.0,0.25,2.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,,1.76,17.75,12.25,6.25,3.25,0.5,1.75,1.25,0.75,60,3.75,1.0,0.0,0.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gordon ,M,EVE
Soucek (M)WHU,4,79,0.75,0.0,0.25,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,33,0.5,0.0,0.25,0.5,0.25,50,0.02,0.02,0.12,0.44,2.86,12,5.2,2.75,0.0,9.5,11.75,6.25,7.3,15.9,34.0,25.75,76,18.25,11.75,64,8.25,4.5,55,0.0,0.0,45.75,1.75,3.75,0.0,1.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,,1.43,11.25,6.75,4.5,1.5,0.5,1.75,2.75,1.75,64,4.25,1.0,0.5,2.0,3.5,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,Soucek ,M,WHU
Podence (M)WOL,4 (1),61,2.25,0.75,1.75,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,33,1.5,0.25,0.25,1.75,0.75,43,0.24,0.24,0.14,1.63,3.5,30,5.3,2.0,0.0,3.75,6.0,38.5,21.2,11.3,18.0,13.25,74,14.75,10.0,68,10.5,6.75,64,0.75,0.0,35.5,4.25,1.75,0.0,4.25,0.0,1.5,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.51,12.5,8.75,4.75,3.25,1.25,2.0,1.5,0.5,33,3.75,0.5,0.0,0.25,0.75,1.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,Podence ,M,WOL
Bowen (M)WHU,4,89,1.5,0.5,1.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0,0.75,0.25,0.0,4.75,1.0,21,0.19,0.19,0.08,1.19,3.8,24,8,2.25,0.0,4.0,4.0,26.25,14.22,6.15,20.75,15.25,73,19.0,10.75,57,8.75,5.0,57,0.5,0.0,40.25,3.25,3.75,0.25,5.5,0.0,0.5,2.75,2.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,,1.43,11.25,6.75,4.5,1.5,0.5,1.75,1.0,0.5,50,4.5,0.0,0.0,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,Bowen ,M,WHU
Mac Allister (M)BHA,4,89,1.75,0.75,0.25,1.5,0.0,0.25,0.25,0.25,0.25,0.0,0.0,11,2.0,0.25,0.0,2.0,1.0,50,0.18,0.18,0.18,1.46,4.28,23,5.4,3.75,0.5,16.75,21.25,8.75,30.0,20.55,51.0,47.0,92,26.75,23.25,87,12.25,11.0,90,0.25,0.0,65.75,0.25,3.5,0.25,3.5,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2.0,,1.58,10.25,7.25,4.5,1.75,0.5,1.75,2.5,2.0,80,6.0,0.0,0.0,1.25,1.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,Mac Allister ,M,BHA
Eze (M)CRY,4,80,2.5,0.5,1.0,1.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,33,2.0,0.0,0.25,2.75,0.75,27,0.1,0.1,0.2,1.13,3.88,34,5.7,3.25,0.25,8.75,11.0,19.75,27.75,10.85,36.0,31.25,87,27.0,21.75,81,16.25,13.25,82,0.0,0.0,52.25,3.5,4.5,0.25,4.0,0.0,1.25,3.0,2.5,0.75,0.75,0.25,0.75,0.0,0.0,0.0,0.0,0.25,1.25,,1.16,9.25,6.25,3.5,1.25,1.25,1.75,1.5,0.75,50,5.25,0.25,0.0,0.0,0.25,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eze ,M,CRY
Rodrigo (M)LEE,4,71,2.75,1.75,2.5,0.25,0.5,1.25,0.0,1.25,1.25,0.0,0.25,45,0.5,1.25,0.0,1.0,0.25,25,0.74,0.55,0.12,4.08,6.67,44,6.3,8.25,0.25,5.25,27.75,46.75,9.35,45.6,20.25,15.5,77,10.0,7.0,70,6.5,4.5,69,0.25,0.0,30.5,4.5,1.5,0.0,1.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,2.25,,2.58,14.0,11.0,7.25,2.25,0.25,4.25,0.75,0.5,67,2.0,0.5,0.25,0.0,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,Rodrigo ,M,LEE
Ramsey (M)AVL,4 (2),51,0.5,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,33,0.25,0.0,0.5,0.25,0.0,0,0.04,0.04,0.12,0.59,2.71,11,5.2,4.5,0.75,5.0,14.0,7.75,3.7,15.9,16.25,12.0,74,8.75,6.25,71,4.25,2.75,65,0.0,0.0,25.5,1.0,1.25,0.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,,1.66,11.75,8.0,3.75,2.75,0.25,2.75,1.75,0.5,29,1.75,0.5,0.0,0.75,1.25,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,Ramsey ,M,AVL
Partey (M)ARS,4,90,1.5,0.25,0.75,0.75,0.75,0.25,0.0,0.25,0.0,0.25,0.0,11,0.75,0.25,0.0,0.25,0.0,0,0.13,0.13,0.05,0.79,3.49,9,4.8,4.0,0.25,12.5,17.0,11.75,12.98,21.2,76.75,68.75,90,45.25,38.5,85,23.0,18.0,78,0.5,0.25,90.25,1.0,13.75,0.0,4.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,,0.52,7.75,4.25,2.0,0.75,0.0,0.25,2.0,1.0,50,8.25,1.5,0.0,0.75,2.25,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,Partey ,M,ARS
Benrahma (M)WHU,4,83,3.75,1.25,1.5,2.25,0.0,0.25,0.0,0.5,0.25,0.25,0.0,67,1.25,0.25,0.0,2.25,0.25,11,0.38,0.18,0.12,2.24,5.02,44,5.6,4.75,0.0,9.0,18.0,35.5,17.5,27.75,30.0,26.5,88,22.25,17.5,79,14.0,11.25,80,0.0,0.0,53.5,3.5,2.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,1.0,,1.43,11.25,6.75,4.5,1.5,0.5,1.75,1.25,0.5,40,5.5,0.25,0.0,0.75,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benrahma ,M,WHU
Ødegaard (M)ARS,4,87,2.0,1.0,1.5,0.5,0.25,0.5,0.75,0.75,0.75,0.0,0.0,33,2.75,0.5,0.0,4.75,0.75,16,0.34,0.34,0.45,3.07,6.09,40,6.4,7.75,1.25,13.0,26.5,36.5,36.68,34.5,38.75,32.75,85,35.0,25.5,73,19.5,15.5,79,0.0,0.0,55.0,5.0,4.5,0.0,8.25,0.0,1.25,2.0,3.0,1.25,1.25,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.25,,0.52,7.75,4.25,2.0,0.75,0.0,0.25,1.0,0.25,25,3.75,0.5,0.25,0.25,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ødegaard ,M,ARS
Caicedo (M)BHA,4,90,0.75,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.75,0.0,0.0,1.25,0.5,40,0.01,0.01,0.13,0.46,2.63,9,5,1.5,0.0,10.75,10.75,6.0,14.1,12.65,52.25,45.5,87,29.75,24.5,82,15.0,12.5,83,0.25,0.25,68.75,0.75,6.5,0.25,3.5,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.58,10.25,7.25,4.5,1.75,0.5,1.75,3.5,1.0,29,5.0,0.25,0.0,1.0,1.25,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Caicedo ,M,BHA
Summerville (M)LEE,4 (1),73,1.75,1.25,1.5,0.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,45,1.0,1.0,0.25,1.0,0.0,0,0.5,0.5,0.1,2.8,5.14,31,4.4,8.25,1.0,9.75,30.0,29.25,13.68,42.75,26.25,21.0,80,21.0,16.0,76,12.75,9.75,76,0.0,0.0,45.75,2.25,2.0,0.75,2.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,,2.58,14.0,11.0,7.25,2.25,0.25,4.25,2.25,1.75,78,4.25,0.25,0.0,0.75,1.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Summerville ,M,LEE
Elanga (M)MUN,4 (2),37,1.0,0.5,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.25,50,0.09,0.09,0.03,0.56,2.39,7,4.7,1.5,0.0,3.5,3.5,14.5,2.25,2.75,10.0,7.75,78,7.5,5.25,70,5.75,4.0,70,0.0,0.0,16.5,3.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,,1.36,9.75,5.25,4.5,1.5,0.25,1.5,0.0,0.0,0,1.5,0.25,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elanga ,M,MUN
Dasilva (M)BRE,4 (2),53,1.25,0.0,0.25,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,20,0.5,0.0,0.25,0.75,0.25,33,0.02,0.02,0.23,0.78,2.98,14,4.2,2.25,0.0,8.75,11.0,9.75,7.68,8.85,27.25,23.0,84,14.0,10.0,71,8.75,5.75,66,0.0,0.0,37.75,1.5,4.25,0.5,1.75,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,,2.18,19.0,11.0,7.0,2.25,0.25,2.5,1.5,0.25,17,2.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dasilva ,M,BRE
Janelt (M)BRE,4,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0.0,0.0,0.25,0.0,0,0.0,0.0,0.01,0.04,2.23,1,5.5,1.5,0.0,8.75,8.75,1.0,3.65,6.45,30.25,25.5,84,14.0,10.0,71,6.75,4.5,67,0.0,0.0,36.75,0.5,3.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,,2.18,19.0,11.0,7.0,2.25,0.25,2.5,1.0,0.5,50,4.75,1.25,0.25,0.75,2.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Janelt ,M,BRE
Jensen (M)BRE,4,72,0.5,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,20,1.5,0.0,0.25,3.75,1.25,33,0.04,0.04,0.16,0.67,2.82,11,4.8,2.25,0.0,6.0,8.25,4.75,23.0,11.85,30.0,21.5,72,21.0,12.0,57,11.75,7.0,60,0.5,0.25,48.25,1.25,6.25,0.0,6.25,0.0,1.25,2.0,2.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,2.18,19.0,11.0,7.0,2.25,0.25,2.5,1.5,0.5,33,2.75,0.75,0.0,0.5,1.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Jensen ,M,BRE
Olise (M)CRY,4,82,1.75,0.25,1.0,0.75,0.0,0.0,0.0,0.25,0.25,0.0,0.0,33,1.25,0.0,0.0,4.75,0.75,16,0.09,0.09,0.1,0.76,3.57,21,5.4,4.25,0.75,11.75,16.25,28.0,21.42,17.5,46.25,37.25,81,38.5,27.25,71,21.75,16.0,74,0.0,0.0,66.5,3.75,5.75,0.25,7.75,0.0,1.0,2.0,2.25,0.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.75,,1.16,9.25,6.25,3.5,1.25,1.25,1.75,1.5,0.75,50,5.25,1.0,0.0,0.0,1.0,1.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,Olise ,M,CRY
Onyeka (M)BRE,4 (2),46,0.5,0.25,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0,0.75,0.25,0.0,0.0,0.0,0,0.12,0.12,0.05,0.78,2.68,10,4.8,1.25,0.0,4.75,4.75,11.25,8.0,8.2,12.5,8.25,66,6.5,4.0,62,4.0,2.75,69,0.0,0.0,20.5,1.75,2.25,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,,2.18,19.0,11.0,7.0,2.25,0.25,2.5,1.25,0.75,60,4.0,0.75,0.5,0.5,1.75,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,Onyeka ,M,BRE
Bailey (M)AVL,4 (1),54,1.0,0.75,0.75,0.25,0.0,0.25,0.25,0.5,0.5,0.0,0.0,33,1.0,0.25,0.25,2.25,0.25,11,0.2,0.2,0.17,1.55,3.44,25,4.5,5.5,0.75,3.75,15.0,20.25,12.48,24.2,11.5,8.25,72,10.5,5.5,52,6.75,4.5,67,0.0,0.0,24.5,3.5,0.75,0.0,2.25,0.0,1.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,,1.66,11.75,8.0,3.75,2.75,0.25,2.75,0.25,0.0,0,2.5,0.25,0.0,0.25,0.5,0.25,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Bailey ,M,AVL
Dewsbury-Hall (M)LEI,4,63,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,12,2.0,0.0,0.25,1.5,0.0,0,0.02,0.02,0.18,0.62,3.03,12,4.9,3.25,0.0,8.75,11.0,8.0,23.32,11.6,27.25,21.0,77,18.5,12.0,65,13.0,8.75,67,0.25,0.25,39.25,2.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,,1.32,16.5,11.25,4.75,5.25,0.75,1.0,0.5,0.25,50,4.0,0.5,0.25,0.5,1.25,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dewsbury-Hall ,M,LEI
Edozie (M)SOU,4 (4),20,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.25,0.25,0.0,0.5,0.0,0,0.12,0.12,0.02,0.65,2.23,9,4.7,1.0,0.0,3.0,3.0,6.75,3.88,3.65,9.25,7.0,76,6.25,4.0,64,3.75,2.5,67,0.0,0.0,16.0,1.5,0.0,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,,1.77,11.5,7.25,4.25,2.75,0.25,3.25,0.5,0.5,100,1.0,0.5,0.0,0.25,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edozie ,M,SOU
Wissa (M)BRE,4 (2),52,1.25,0.5,0.75,0.5,0.25,0.25,0.0,0.25,0.0,0.25,0.0,40,0.5,0.25,0.25,0.75,0.0,0,0.16,0.16,0.05,0.96,3.11,12,5.3,4.0,0.5,3.75,10.5,14.5,6.75,14.3,13.25,11.0,83,9.75,7.0,72,6.0,4.25,71,0.0,0.0,24.5,2.75,2.0,0.5,1.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,,2.18,19.0,11.0,7.0,2.25,0.25,2.5,1.75,1.0,57,2.75,0.5,0.0,0.5,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wissa ,M,BRE
