Name,App.,Minutes,Shots,Shots on Target,Shots in Box,Shots Outside Box,Headed Attempts,Big Chance,Big Chance Created,Goals,Goals inside Box,Goals outside Box,Headed Goal,Goal Involvement,Key Pass,Big Chance Created.1,Assists,Crosses (Tot.),Crosses (Succ.),Crosses Succ. %,Exp. Goals (xG),Non Penalty xG (NPxG),Exp. Assists (xA),Exp. Att. Points (xATT),Exp. Points (xPts),Exp. Involvement (xGI),Cost (£M),Points,Bonus Points,Baseline BPS,BPS,Threat,Creativity,Influence,Total Passes,Accurate Passes,Pass Completion (%),Opp. Half Passes,Opp. Half Accurate,Opp. Half Pass %,Final 3rd Passes,Final 3rd Accurate,Final 3rd Pass %,Throughballs (Tot.),Throughballs (Succ.),Touches (All),Touches (Box),Entries (Box),Fouls Won (Final 3rd),Penalty Box Entries,Fouls Won (Box),Fouls Made,Corners Taken,Set Piece Into Box,Freekicks (Indirect),Freekicks Taken,Freekicks (Accurate),Freekicks (Direct),Freekick Scored,Penalties Taken,Penalties Scored,Penalties Missed,Clean Sheets,Goals Conceded,Exp. Clean Sheets,Expected Goals Conceded,Shots Conceded,Shots In Box Conceded,Shots on Target Conceded,Headed Shots Conceded,Shots Conc. Set Pieces,Big Chances Conceded,Tackles (Tot.),Tackles (Won),Tackles Won (%),Recoveries,Clearances,Blocks,Interceptions,CBI,Shots Conc. Set Pieces.1,Wins,Saves,Yellow Cards,Second Yellows,Red Cards,Offsides,Errors (lead to Goal),Errors (lead to Shot),Own Goals,Names,Position,Team
Thiago (M)LIV,2,90,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.5,0.0,0,0.02,0.02,0.06,0.24,3.0,3,5.2,2.0,0.0,15.0,15.0,8.5,17.05,17.2,84.5,78.5,93,39.5,34.5,87,16.5,14.0,85,0.5,0.5,96.5,0.0,9.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.96,11.5,10.0,5.0,5.0,1.5,3.5,3.0,1.5,50,8.0,1.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thiago ,M,LIV
Gallagher (M)CHE,2 (1),58,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,2.5,0.5,20,0.08,0.08,0.04,0.51,2.12,34,5.7,1.0,0.0,6.5,6.5,8.5,8.4,10.0,24.5,19.5,80,14.5,10.0,69,5.5,4.0,73,0.0,0.0,42.0,0.5,2.5,0.0,2.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.35,12.0,9.0,2.5,2.5,1.0,2.5,2.0,1.5,75,4.5,0.5,0.5,0.5,1.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Gallagher ,M,CHE
Ramsey (M)AVL,2,79,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,60,0.5,0.0,1.0,0.5,0.0,0,0.09,0.09,0.24,1.17,3.83,33,5.2,8.0,1.5,6.5,24.5,14.5,7.1,29.1,22.5,16.5,73,13.0,9.0,69,7.0,4.5,64,0.0,0.0,37.0,1.5,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.99,7.5,4.0,2.5,2.0,0.0,1.5,3.0,1.0,33,2.5,1.0,0.0,0.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Ramsey ,M,AVL
Partey (M)ARS,2,90,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5,0.0,0.0,0.0,0,0.16,0.16,0.02,0.85,3.34,13,4.8,2.5,0.0,11.5,11.5,5.5,7.9,12.3,58.5,51.5,88,29.5,24.0,81,13.0,9.0,69,0.0,0.0,71.5,1.0,8.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.38,8.0,5.0,1.5,0.5,0.0,0.0,2.5,1.0,40,8.0,2.0,0.0,0.5,2.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Partey ,M,ARS
Benrahma (M)WHU,2,77,2.0,1.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,100,1.0,0.0,0.0,1.5,0.0,0,0.23,0.23,0.08,1.38,4.11,43,5.6,4.5,0.0,10.5,19.5,20.5,13.3,28.3,26.5,23.5,89,17.0,13.0,76,13.0,10.5,81,0.0,0.0,45.5,2.5,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,1.64,12.0,6.0,6.0,0.0,0.0,1.5,1.0,0.5,50,7.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benrahma ,M,WHU
Ødegaard (M)ARS,2,88,2.0,1.5,2.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,67,1.0,1.0,0.0,3.5,0.5,14,0.54,0.54,0.12,3.08,6.14,46,6.4,9.5,1.5,8.5,26.5,37.0,18.3,39.6,40.0,33.0,83,35.0,25.5,73,17.5,13.5,77,0.0,0.0,54.5,2.5,4.5,0.0,5.5,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.38,8.0,5.0,1.5,0.5,0.0,0.0,1.0,0.0,0,5.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ødegaard ,M,ARS
Caicedo (M)BHA,2,90,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.5,0.5,33,0.01,0.01,0.01,0.08,2.28,1,5,1.5,0.0,12.0,12.0,5.0,7.65,16.4,69.5,61.5,88,40.0,33.5,84,20.0,16.5,83,0.0,0.0,90.0,0.5,9.5,0.0,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.4,8.0,5.5,3.5,1.0,0.5,1.5,5.0,2.0,40,5.5,0.5,0.0,1.5,2.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Caicedo ,M,BHA
Summerville (M)LEE,2,90,2.0,1.5,2.0,0.0,0.0,1.5,0.0,1.0,1.0,0.0,0.0,43,2.0,1.5,0.5,1.0,0.0,0,0.69,0.69,0.15,3.9,6.85,42,4.4,10.0,1.5,12.5,35.0,37.5,25.5,46.4,33.0,27.5,83,28.0,23.5,84,17.0,14.0,82,0.0,0.0,57.0,3.5,3.0,1.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,,2.54,11.5,9.5,7.0,0.5,0.0,4.5,2.5,2.5,100,4.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Summerville ,M,LEE
Elanga (M)MUN,2 (1),40,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,50,0.17,0.17,0.05,1.0,2.62,10,4.7,1.0,0.0,3.5,3.5,22.0,4.1,5.0,12.0,9.5,79,10.5,7.5,71,8.0,6.0,75,0.0,0.0,18.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.44,10.0,6.5,5.5,1.5,0.5,1.5,0.0,0.0,0,2.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elanga ,M,MUN
Dasilva (M)BRE,2 (1),42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,1.0,0.0,0.5,0.5,0.5,100,0.0,0.0,0.42,1.27,3.4,19,4.2,3.0,0.0,10.0,14.5,3.0,13.4,10.7,21.0,18.5,88,8.0,6.5,81,6.5,5.0,77,0.0,0.0,26.0,1.5,2.5,0.0,1.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.98,22.0,13.0,6.5,3.5,0.5,2.0,0.0,0.0,0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dasilva ,M,BRE
Janelt (M)BRE,2,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.54,0,5.5,1.0,0.0,5.0,5.0,0.0,0.4,4.3,13.5,10.5,78,4.5,2.5,56,3.0,2.0,67,0.0,0.0,18.0,0.0,2.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.98,22.0,13.0,6.5,3.5,0.5,2.0,1.0,1.0,100,3.5,1.0,0.5,0.5,2.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Janelt ,M,BRE
Jensen (M)BRE,2,88,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,25,0.5,0.0,0.5,4.5,1.0,22,0.01,0.01,0.22,0.7,2.74,10,4.8,3.0,0.0,5.0,9.5,5.0,13.35,12.9,32.5,22.0,68,18.5,8.5,46,11.5,5.5,48,1.0,0.5,54.0,2.0,6.5,0.0,6.0,0.0,1.5,2.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.98,22.0,13.0,6.5,3.5,0.5,2.0,1.5,0.5,33,3.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Jensen ,M,BRE
Soumaré (M)LEI,2,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.02,0.05,2.89,1,4.4,3.0,0.0,19.0,19.0,0.0,8.8,11.9,44.0,41.5,94,16.5,15.5,94,6.0,5.0,83,0.5,0.5,56.0,0.0,5.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.16,15.0,11.5,4.0,5.0,1.0,1.0,2.5,2.5,100,6.0,1.5,0.0,3.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Soumaré ,M,LEI
Olise (M)CRY,2,90,1.5,0.5,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,50,2.0,0.0,0.0,6.0,1.5,25,0.12,0.12,0.13,0.98,3.97,23,5.4,6.0,1.5,14.5,23.5,27.5,34.1,27.4,56.5,47.0,83,49.5,36.5,74,26.0,19.0,73,0.0,0.0,74.5,5.5,8.0,0.0,9.0,0.0,1.0,2.5,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.52,7.0,5.0,2.0,1.0,2.0,0.5,0.5,0.0,0,4.5,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Olise ,M,CRY
Onyeka (M)BRE,2 (1),66,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5,0.0,0.0,0.0,0,0.22,0.22,0.04,1.25,3.34,12,4.8,1.5,0.0,4.0,4.0,10.5,5.75,8.4,17.5,11.5,66,10.0,6.0,60,5.5,3.5,64,0.0,0.0,27.0,1.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.98,22.0,13.0,6.5,3.5,0.5,2.0,1.5,1.0,67,5.0,1.0,0.5,0.0,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Onyeka ,M,BRE
Bailey (M)AVL,2 (1),43,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,20,0.5,0.5,0.0,1.0,0.5,50,0.3,0.3,0.05,1.66,2.78,35,4.5,3.5,0.5,0.5,9.5,16.0,7.75,21.1,10.0,6.5,65,8.5,4.5,53,6.0,3.0,50,0.0,0.0,21.0,2.5,1.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,0.99,7.5,4.0,2.5,2.0,0.0,1.5,0.5,0.0,0,2.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bailey ,M,AVL
Dewsbury-Hall (M)LEI,2,73,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,1.5,0.0,0,0.02,0.02,0.14,0.56,3.29,8,4.9,3.0,0.0,12.5,12.5,12.0,40.1,11.6,33.0,26.5,80,23.5,16.5,70,16.5,11.0,67,0.5,0.5,47.0,2.0,7.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.16,15.0,11.5,4.0,5.0,1.0,1.0,0.0,0.0,0,6.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dewsbury-Hall ,M,LEI
Edozie (M)SOU,2 (2),28,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5,0.0,0,0.22,0.22,0.02,1.22,2.82,15,4.7,1.0,0.0,3.0,3.0,11.5,1.95,5.4,10.0,8.0,80,7.0,4.5,64,4.0,3.0,75,0.0,0.0,19.0,2.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,2.28,11.0,9.0,5.5,4.5,0.5,4.5,1.0,1.0,100,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edozie ,M,SOU
Wissa (M)BRE,2 (1),53,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,50,0.5,0.5,0.5,0.0,0.0,0,0.24,0.24,0.05,1.34,3.44,13,5.3,6.5,1.0,5.0,18.5,15.5,6.95,21.7,13.0,11.5,88,9.5,8.0,84,6.0,5.0,83,0.0,0.0,20.5,1.5,2.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.98,22.0,13.0,6.5,3.5,0.5,2.0,1.0,0.5,50,2.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wissa ,M,BRE
Lavia (M)SOU,2 (1),69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.02,0.05,1.68,1,4.5,1.0,0.0,7.5,7.5,0.0,8.75,7.5,42.0,37.0,88,23.0,20.0,87,10.0,7.5,75,0.5,0.5,55.0,0.0,4.5,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,,2.28,11.0,9.0,5.5,4.5,0.5,4.5,2.0,1.0,50,6.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Lavia ,M,SOU
Bruno Guimarães (M)NEW,2,90,1.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,20,0.0,0.0,0.0,0.5,0.0,0,0.1,0.1,0.04,0.61,3.37,10,5.7,5.0,0.0,6.5,15.5,17.5,7.15,24.3,60.0,45.0,75,38.5,27.0,70,18.0,10.5,58,1.0,0.0,77.5,1.0,8.5,0.0,3.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,0.98,10.5,6.5,3.5,2.5,0.5,1.0,2.0,1.5,75,10.5,0.5,0.5,1.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Bruno Guimarães ,M,NEW
Kulusevski (M)TOT,2 (1),55,1.5,0.5,1.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,40,2.5,0.5,1.0,3.0,0.5,17,0.26,0.26,0.52,2.91,5.04,30,8,4.5,0.0,5.0,14.0,30.5,30.9,23.8,19.5,16.0,82,20.0,14.5,73,13.5,11.0,81,0.0,0.0,35.0,7.0,0.5,0.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,1.9,12.5,8.0,5.5,1.5,1.5,3.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kulusevski ,M,TOT
Bentancur (M)TOT,2,90,1.5,1.5,1.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,40,0.0,1.0,0.0,2.0,1.0,50,0.52,0.52,0.06,2.8,5.16,22,5.4,8.0,1.5,13.0,31.0,26.5,6.9,49.7,51.0,42.0,82,30.0,23.5,78,14.0,10.5,75,0.0,0.0,69.0,2.0,7.0,0.0,3.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,,1.9,12.5,8.0,5.5,1.5,1.5,3.0,3.0,1.0,33,10.5,0.5,0.0,1.5,2.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Bentancur ,M,TOT
Garnacho (M)MUN,2 (1),41,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,33,0.0,0.5,0.0,0.5,0.0,0,0.33,0.33,0.07,1.84,3.49,18,4.3,3.5,0.0,1.5,10.5,30.0,3.1,18.8,15.0,12.5,83,14.5,12.0,83,9.5,8.0,84,0.0,0.0,22.5,7.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,,1.44,10.0,6.5,5.5,1.5,0.5,1.5,1.0,0.5,50,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Garnacho ,M,MUN
